WordOrder	PunctuationPrecedingWord	PunctuationFollowingWord
000847		
000848		
000849		
000850		
000851		<pm>.</pm><pm>¶</pm>
000852		
000853		
000854		
000855		
000856		
000857		
000858		
000859		
000860		
000861		
000862		
000863		
000864		
000865		
000866		<pm>·</pm>
000867		
000868		
000869		
000870		
000871		
000872		
000873		
000874		
000875		
000876		<pm>,</pm>
000877		
000878		
000879		
000880		
000881		
000882		
000883		<pm>·</pm>
000884		
000885		
000886		
000887		
000888		
000889		
000890		
000891		
000892		
000893		<pm>.</pm><pm>¶</pm>
000894		
000895		
000896		
000897		
000898		
000899		
000900		
000901		
000902		
000903		
000904		
000905		
000906		
000907		
000908		
000909		
000910		<pm>·</pm>
000911		<pm>·</pm>
000912		
000913		
000914		
000915		
000916		
000917		<pm>.</pm><pm>¶</pm>
000918		
000919		
000920		
000921		
000922		
000923		
000924		
000925		
000926		
000927		<pm>·</pm>
000928	<pm>‡</pm>	
000929		
000930		
000931		
000932		<pm>·</pm>
000933	<pm>‡</pm>	
000934		
000935		
000936		<pm>,</pm>
000937	<pm>‡</pm>	
000938		
000939		
000940		
000941		<pm>.</pm><pm>¶</pm>
000942		
000943		
000944		
000945		
000946		
000947		
000948		
000949		
000950		
000951		
000952		
000953		
000954		
000955		
000956		
000957		
000958		
000959		<pm>,</pm>
000960		
000961		
000962		
000963		
000964		
000965		
000966		
000967		
000968		<pm>.</pm>
000969		
000970		
000971		
000972		
000973		
000974		
000975		
000976		
000977		
000978		
000979		
000980		
000981		
000982		
000983		<pm>,</pm>
000984		
000985		
000986		
000987		
000988		
000989		
000990		
000991		
000992		
000993		
000994		
000995		<pm>.</pm><pm>¶</pm>
000996		
000997		
000998		
000999		
001000		
001001		
001002		
001003		
001004		
001005		
001006		
001007		
001008		
001009		<pm>·</pm>
001010		
001011		<pm>,</pm>
001012		
001013		
001014		
001015		
001016		
001017		
001018		
001019		<pm>;</pm>
001020		
001021		
001022		
001023		
001024		
001025		
001026		
001027		
001028		
001029		
001030		
001031		<pm>·</pm>
001032		
001033		
001034		
001035		<pm>.</pm>
001036		
001037		
001038		
001039		
001040		
001041		
001042		
001043		
001044		
001045		
001046		
001047		
001048		
001049		
001050		<pm>.</pm>
001051		
001052		
001053		
001054		
001055		
001056		
001057		
001058		
001059		
001060		<pm>·</pm>
001061		
001062		
001063		
001064		
001065		
001066		
001067		
001068		
001069		
001070		
001071		
001072		<pm>.</pm><pm>¶</pm>
001073		
001074		
001075		
001076		
001077		
001078		
001079		
001080		<pm>,</pm>
001081		
001082		
001083		
001084		
001085		
001086		
001087		
001088		<pm>,</pm>
001089		
001090		
001091		
001092		
001093		
001094		
001095		<pm>·</pm>
001096		
001097		
001098		
001099		
001100		
001101		
001102		
001103		<pm>·</pm>
001104		
001105		
001106		
001107		
001108		
001109		
001110		
001111		
001112		
001113		
001114		
001115		
001116		
001117		
001118		
001119		
001120		
001121		
001122		
001123		<pm>,</pm>
001124		
001125		
001126		
001127		
001128		
001129		<pm>.</pm><pm>¶</pm>
001130		
001131		
001132		
001133		
001134		
001135		
001136		
001137		
001138		
001139		
001140		
001141		
001142		
001143		
001144		
001145		
001146		<pm>.</pm>
001147		
001148		
001149		
001150		
001151		
001152		<pm>·</pm>
001153		
001154		
001155		
001156		
001157		
001158		<pm>,</pm>
001159		
001160		
001161		
001162		
001163		<pm>;</pm>
001164		
001165		
001166		
001167		
001168		
001169		
001170		<pm>·</pm>
001171		
001172		<pm>,</pm>
001173		
001174		
001175		
001176		
001177		
001178		
001179		
001180		<pm>.</pm>
001181		
001182		
001183		<pm>.</pm>
001184		
001185		
001186		
001187		
001188		
001189		
001190		
001191		
001192		<pm>·</pm>
001193		
001194		
001195		
001196		
001197		
001198		<pm>,</pm>
001199		
001200		
001201		
001202		
001203		
001204		
001205		
001206		
001207		
001208		
001209		
001210		
001211		<pm>·</pm>
001212		
001213		
001214		
001215		
001216		
001217		
001218		<pm>·</pm>
001219		
001220		
001221		
001222		
001223		
001224		
001225		<pm>,</pm>
001226		
001227		
001228		<pm>.</pm><pm>¶</pm>
001229		
001230		
001231		
001232		
001233		
001234		
001235		
001236		
001237		
001238		
001239		
001240		
001241		
001242		<pm>.</pm>
001243		
001244		
001245		
001246		
001247		
001248		
001249		<pm>,</pm>
001250		
001251		<pm>.</pm>
001252		
001253		
001254		
001255		
001256		
001257		<pm>·</pm>
001258		
001259		
001260		
001261		
001262		<pm>,</pm>
001263		
001264		
001265		
001266		
001267		
001268		
001269		<pm>.</pm>
001270		
001271		
001272		
001273		<pm>·</pm>
001274		<pm>·</pm>
001275		
001276		
001277		
001278		
001279		
001280		
001281		<pm>,</pm>
001282		
001283		
001284		
001285		
001286		
001287		
001288		
001289		<pm>.</pm><pm>¶</pm>
001290		
001291		
001292		
001293		
001294		
001295		
001296		
001297		
001298		
001299		
001300		
001301		
001302		
001303		
001304		
001305		
001306		
001307		
001308		
001309		<pm>·</pm>
001310		
001311		
001312		
001313		
001314		<pm>,</pm>
001315		
001316		
001317		<pm>·</pm>
001318		
001319		
001320		
001321	<pm>‡</pm>	
001322		
001323		
001324		
001325		
001326		
001327	<pm>‡</pm>	
001328		
001329		
001330		
001331		<pm>,</pm>
001332	<pm>‡</pm>	
001333		
001334		
001335		
001336		
001337		
001338		<pm>.</pm><pm>¶</pm>
001339		
001340		
001341		
001342		<pm>·</pm>
001343		
001344		<pm>·</pm>
001345		
001346		
001347		
001348		
001349		
001350		<pm>.</pm><pm>¶</pm>
001351		
001352		
001353		
001354		
001355		
001356		
001357		
001358		
001359		
001360		
001361		
001362		
001363		
001364		
001365		
001366		
001367		
001368		
001369		
001370		
001371		
001372		
001373		
001374		<pm>·</pm>
001375		
001376		
001377		
001378		<pm>,</pm>
001379		
001380		
001381		
001382		<pm>.</pm>
001383		
001384		
001385		
001386		
001387		<pm>·</pm>
001388		<pm>,</pm>
001389		<pm>·</pm>
001390		
001391		<pm>·</pm>
001392		
001393		
001394		
001395		
001396		
001397		
001398		
001399		
001400		<pm>.</pm><pm>¶</pm>
001401		
001402		
001403		
001404		
001405		<pm>,</pm>
001406		
001407		
001408		
001409		
001410		
001411		
001412		<pm>.</pm><pm>¶</pm>
001413		
001414		
001415		
001416		
001417		
001418		
001419		
001420		
001421		<pm>.</pm>
001422		
001423		
001424		
001425		
001426		
001427		
001428		
001429		
001430		
001431		
001432		
001433		
001434		
001435		
001436		<pm>·</pm>
001437		
001438		
001439		
001440		
001441		
001442		
001443		
001444		
001445		<pm>·</pm>
001446	<pm>‡</pm>	
001447		
001448		
001449		
001450		<pm>,</pm>
001451	<pm>‡</pm>	
001452		<pm>,</pm>
001453		
001454		
001455		<pm>,</pm>
001456	<pm>‡</pm>	
001457		
001458		<pm>,</pm>
001459	<pm>‡</pm>	
001460		
001461		
001462		
001463		
001464		
001465	<pm>‡</pm>	
001466		
001467		<pm>,</pm>
001468	<pm>‡</pm>	
001469		
001470		
001471		
001472		
001473		
001474		
001475		
001476	<pm>‡</pm>	
001477		
001478		<pm>.</pm><pm>¶</pm>
001479		
001480		
001481		
001482		
001483		
001484		
001485		
001486		<pm>·</pm>
001487		<pm>·</pm>
001488		
001489		
001490		
001491		
001492		
001493		<pm>.</pm><pm>¶</pm>
001494		
001495		
001496		
001497		
001498		
001499		
001500		
001501		
001502		
001503		<pm>,</pm>
001504		
001505		
001506		
001507		
001508		
001509		
001510		
001511		
001512		<pm>,</pm>
001513		
001514		
001515		
001516		
001517		<pm>·</pm>
001518		
001519		
001520		<pm>.</pm>
001521		
001522		
001523		<pm>·</pm>
001524		
001525		
001526		<pm>,</pm>
001527		
001528		
001529		
001530		
001531		<pm>.</pm>
001532		
001533		
001534		
001535		
001536		
001537		
001538		
001539		<pm>.</pm>
001540		
001541		
001542		
001543		
001544		
001545		
001546		<pm>,</pm>
001547		
001548		
001549		
001550		
001551		
001552		
001553		
001554		
001555		<pm>,</pm>
001556		
001557		
001558		
001559		
001560		
001561		
001562		
001563		
001564		
001565		
001566		
001567		<pm>,</pm>
001568		
001569		
001570		<pm>.</pm>
001571		
001572		
001573		
001574		
001575		
001576		
001577		
001578		
001579		
001580		
001581		
001582		<pm>.</pm><pm>¶</pm>
001583		
001584		
001585		
001586		
001587		
001588		
001589		
001590		
001591		
001592		
001593		
001594		
001595		
001596		
001597		
001598		
001599		
001600		
001601		
001602		
001603		
001604		
001605		
001606		
001607		
001608		
001609		<pm>.</pm><pm>¶</pm>
001610		
001611		
001612		
001613		
001614		
001615		
001616		
001617		
001618		<pm>·</pm>
001619		
001620		
001621		
001622		
001623		
001624		
001625		
001626		
001627		
001628		
001629		
001630		
001631		
001632		
001633		
001634		
001635		
001636		<pm>,</pm>
001637		
001638		
001639		<pm>.</pm>
001640		
001641		
001642		
001643		
001644		
001645		
001646		
001647		
001648		
001649		
001650		
001651		
001652		
001653		
001654		
001655		
001656		
001657		<pm>.</pm><pm>¶</pm>
001658		
001659		
001660		
001661		
001662		
001663		
001664		
001665		<pm>,</pm>
001666		
001667		
001668		
001669		
001670		
001671		
001672		
001673		<pm>·</pm>
001674		
001675		
001676		
001677		
001678		
001679		
001680		
001681		<pm>·</pm>
001682	<pm>‡</pm>	
001683		
001684		
001685		
001686		<pm>,</pm>
001687	<pm>‡</pm>	
001688		
001689		
001690		
001691		
001692		
001693		<pm>.</pm>
001694	<pm>‡</pm>	
001695		
001696		<pm>,</pm>
001697		
001698		
001699		<pm>.</pm>
001700	<pm>‡</pm>	
001701		
001702		<pm>,</pm>
001703	<pm>‡</pm>	
001704		
001705		
001706		
001707		<pm>.</pm>
001708	<pm>‡</pm>	
001709		
001710		
001711		
001712		
001713		
001714		<pm>,</pm>
001715	<pm>‡</pm>	
001716		
001717		<pm>.</pm>
001718	<pm>‡</pm>	
001719		
001720		<pm>,</pm>
001721	<pm>‡</pm>	
001722		
001723		<pm>.</pm>
001724	<pm>‡</pm>	
001725		
001726		
001727		
001728		<pm>,</pm>
001729	<pm>‡</pm>	
001730		
001731		
001732		
001733		<pm>.</pm>
001734	<pm>‡</pm>	
001735		
001736		<pm>,</pm>
001737	<pm>‡</pm>	
001738		
001739		
001740		
001741		<pm>.</pm>
001742	<pm>‡</pm>	
001743		
001744		
001745		
001746		<pm>,</pm>
001747	<pm>‡</pm>	
001748		
001749		
001750		
001751		
001752		
001753		<pm>.</pm>
001754	<pm>‡</pm>	
001755		
001756	<pm>‡</pm>	
001757		
001758		
001759		
001760		
001761		
001762		
001763		
001764		
001765		
001766		
001767		
001768		
001769		<pm>.</pm>
001770	<pm>‡</pm>	
001771		
001772		<pm>,</pm>
001773		
001774		
001775		
001776		
001777		
001778		
001779		
001780		<pm>·</pm>
001781		
001782		
001783		
001784		
001785		
001786		
001787		
001788		<pm>.</pm><pm>¶</pm>
001789		
001790		
001791		
001792		
001793		
001794		<pm>·</pm>
001795		
001796		
001797		
001798		
001799		<pm>,</pm>
001800		
001801		
001802		<pm>;</pm>
001803		
001804		
001805		
001806		
001807		
001808		
001809		
001810		
001811		
001812		
001813		
001814		<pm>.</pm><pm>¶</pm>
001815		
001816		
001817		
001818		
001819		
001820		<pm>.</pm>
001821		
001822		
001823		
001824		
001825		
001826		
001827		<pm>·</pm>
001828		
001829		
001830		
001831		
001832		
001833		
001834		
001835		
001836		
001837		
001838		
001839		
001840		<pm>,</pm>
001841		
001842		
001843		
001844		
001845		
001846		
001847		<pm>.</pm>
001848		
001849		
001850		
001851		
001852		
001853		
001854		
001855		<pm>,</pm>
001856		
001857		
001858		
001859		
001860		
001861		
001862		
001863		
001864		
001865		
001866		
001867		
001868		
001869		
001870		<pm>.</pm><pm>¶</pm>
001871		
001872		
001873		
001874		
001875		
001876		
001877		
001878		
001879		
001880		<pm>·</pm>
001881		
001882		
001883		
001884		
001885		<pm>.</pm>
001886		
001887		
001888		
001889		<pm>·</pm>
001890		
001891		
001892		
001893		
001894		
001895		
001896		
001897		<pm>,</pm>
001898		
001899		
001900		
001901		
001902		
001903		
001904		
001905		
001906		
001907		
001908		<pm>,</pm>
001909		
001910		
001911		
001912		<pm>.</pm>
001913		
001914		
001915		
001916		
001917		
001918		
001919		
001920		
001921		
001922		
001923		
001924		
001925		
001926		
001927		<pm>,</pm>
001928		
001929		
001930		
001931		
001932		
001933		
001934		<pm>·</pm>
001935		
001936		
001937		
001938		
001939		
001940		<pm>,</pm>
001941		
001942		
001943		
001944		
001945		
001946		
001947		
001948		<pm>.</pm><pm>¶</pm>
001949		
001950		
001951		
001952		
001953		
001954		
001955		
001956		
001957		
001958		
001959		
001960		
001961		
001962		
001963		<pm>,</pm>
001964		
001965		
001966		
001967		
001968		
001969		
001970		
001971		<pm>.</pm><pm>¶</pm>
001972		
001973		
001974		
001975		
001976		<pm>·</pm>
001977		
001978		<pm>·</pm>
001979		
001980		
001981		
001982		<pm>,</pm>
001983		
001984		
001985		
001986		<pm>.</pm>
001987		
001988		
001989		
001990		
001991		
001992		
001993		
001994		
001995		
001996		
001997		
001998		
001999		
002000		
002001		<pm>·</pm>
002002		
002003		
002004		
002005		
002006		
002007		
002008		<pm>·</pm>
002009		<pm>,</pm>
002010		
002011		
002012		
002013		<pm>·</pm>
002014		
002015		
002016		
002017		<pm>·</pm>
002018		<pm>,</pm>
002019		
002020		
002021		
002022		
002023		
002024		
002025		<pm>.</pm>
002026		
002027		
002028		
002029		
002030		
002031		
002032		
002033		
002034		
002035		
002036		
002037		
002038		
002039		
002040		
002041		
002042		
002043		
002044		<pm>,</pm>
002045		
002046		
002047		
002048		
002049		
002050		
002051		
002052		
002053		
002054		
002055		
002056		
002057		
002058		
002059		<pm>,</pm>
002060		
002061		
002062		
002063		
002064		
002065		
002066		<pm>.</pm>
002067		
002068		
002069		
002070		
002071		
002072		<pm>,</pm>
002073		
002074		
002075		
002076		
002077		
002078		
002079		
002080		<pm>,</pm>
002081		
002082		
002083		
002084		
002085		
002086		
002087		
002088		
002089		
002090		
002091		
002092		
002093		
002094		
002095		
002096		<pm>·</pm>
002097		
002098		
002099		<pm>,</pm>
002100		
002101		
002102		
002103		<pm>,</pm>
002104		
002105		
002106		
002107		
002108		
002109		<pm>.</pm><pm>¶</pm>
002110		
002111		
002112		<pm>·</pm>
002113		
002114		<pm>.</pm>
002115		
002116		
002117		
002118		
002119		
002120		
002121		
002122		
002123		
002124		
002125		
002126		
002127		
002128		
002129		
002130		
002131		
002132		
002133		
002134		<pm>.</pm>
002135		
002136		
002137		
002138		
002139		
002140		
002141		
002142		
002143		<pm>,</pm>
002144		
002145		
002146		
002147		
002148		
002149		<pm>·</pm>
002150		
002151		
002152		
002153		
002154		
002155		
002156		
002157		
002158		
002159		
002160		
002161		
002162		
002163		
002164		
002165		
002166		
002167		<pm>.</pm>
002168		
002169		
002170		
002171		
002172		
002173		
002174		
002175		<pm>,</pm>
002176		
002177		
002178		
002179		
002180		
002181		<pm>·</pm>
002182		
002183		
002184		
002185		
002186		
002187		
002188		
002189		
002190		
002191		
002192		
002193		
002194		
002195		
002196		
002197		
002198		
002199		<pm>.</pm><pm>¶</pm>
002200		
002201		<pm>·</pm>
002202		
002203		
002204		
002205		
002206		
002207		<pm>,</pm>
002208		
002209		
002210		<pm>.</pm>
002211		
002212		
002213		
002214		
002215		
002216		
002217		
002218		
002219		
002220		
002221		
002222		
002223		
002224		
002225		
002226		
002227		<pm>,</pm>
002228		
002229		
002230		
002231		
002232		<pm>,</pm>
002233		<pm>.</pm><pm>¶</pm>
002234		
002235		
002236		
002237		
002238		
002239		<pm>·</pm>
002240		
002241		<pm>,</pm>
002242		
002243		
002244		
002245		
002246		
002247		
002248		<pm>.</pm>
002249		
002250		
002251		
002252		
002253		
002254		
002255		<pm>·</pm>
002256		
002257		
002258		
002259		<pm>,</pm>
002260		
002261		
002262		
002263		
002264		<pm>,</pm>
002265		
002266		
002267		
002268		<pm>,</pm>
002269		
002270		
002271		
002272		
002273		
002274		<pm>,</pm>
002275		
002276		
002277		<pm>,</pm>
002278		
002279		
002280		
002281		
002282		
002283		<pm>,</pm>
002284		
002285		
002286		
002287		
002288		
002289		<pm>,</pm>
002290		
002291		
002292		
002293		
002294		
002295		
002296		
002297		
002298		<pm>.</pm>
002299		
002300		
002301		
002302		
002303		
002304		
002305		<pm>,</pm>
002306		
002307		<pm>·</pm>
002308		
002309		
002310		
002311		
002312		
002313		
002314		
002315		<pm>.</pm><pm>¶</pm>
002316		
002317		
002318		<pm>·</pm>
002319		
002320		
002321		
002322		
002323		
002324		
002325		<pm>.</pm>
002326		
002327		
002328		
002329		
002330		
002331		
002332		
002333		<pm>·</pm>
002334		
002335		
002336		
002337		
002338		
002339		
002340		
002341		
002342		<pm>,</pm>
002343		
002344		
002345		
002346		
002347		<pm>·</pm>
002348		
002349		
002350		
002351		
002352		
002353		
002354		
002355		
002356		
002357		<pm>,</pm>
002358		
002359		
002360		
002361		
002362		<pm>·</pm>
002363		
002364		
002365		
002366		
002367		
002368		<pm>,</pm>
002369		
002370		
002371		
002372		<pm>.</pm>
002373		
002374		
002375		
002376		<pm>,</pm>
002377		
002378		
002379		
002380		
002381		
002382		
002383		
002384		<pm>.</pm><pm>¶</pm>
002385		
002386		
002387		<pm>·</pm>
002388		
002389		
002390		
002391		
002392		
002393		
002394		
002395		
002396		<pm>.</pm>
002397		
002398		
002399		
002400		<pm>·</pm>
002401		
002402		
002403		
002404		
002405		
002406		
002407		
002408		
002409		
002410		<pm>,</pm>
002411		
002412		
002413		
002414		
002415		
002416		
002417		
002418		
002419		<pm>,</pm>
002420		
002421		
002422		
002423		
002424		
002425		
002426		
002427		
002428		
002429		
002430		
002431		
002432		
002433		
002434		<pm>.</pm>
002435		
002436		
002437		
002438		
002439		
002440		<pm>,</pm>
002441		
002442		
002443		<pm>;</pm>
002444		
002445		
002446		
002447		
002448		
002449		
002450		<pm>;</pm>
002451		
002452		
002453		
002454		
002455		
002456		
002457		<pm>,</pm>
002458		
002459		
002460		<pm>;</pm>
002461		
002462		
002463		
002464		
002465		
002466		
002467		<pm>;</pm>
002468		
002469		
002470		
002471		
002472		
002473		
002474		
002475		
002476		
002477		
002478		
002479		<pm>.</pm><pm>¶</pm>
002480		
002481		
002482		
002483		
002484		
002485		
002486		
002487		
002488		
002489		
002490		
002491		
002492		
002493		<pm>·</pm>
002494		
002495		
002496		
002497		<pm>,</pm>
002498		
002499		
002500		
002501		
002502		
002503		
002504		
002505		
002506		
002507		
002508		<pm>.</pm>
002509		
002510		
002511		
002512		<pm>,</pm>
002513		
002514		
002515		
